            moyr  dy cmsd        
             3 0  10    11.33
             3 0  11    10.53
             3 0  12     8.89
             3 0  13     7.45
             3 0  14     6.17
             3 0  15     5.01
             3 0  16     4.64
             3 0  17     3.65
             3 0  18     3.91
             3 0  19     3.23
             3 0  20     4.81
             3 0  21     0.62
             3 0  22     2.15
             3 0  23     1.95
             3 0  24     2.15
             3 0  25     2.63
             3 0  26     1.76
             3 0  27     1.39
             3 0  28     1.36
             3 0  29     1.16
             3 0  30     1.81
             3 0  31     1.56
             4 0   1     1.39
             4 0   2     1.81
             4 0   3     1.25
             4 0   4     1.16
             4 0   5     0.93
             4 0   6     0.62
             4 0   7     1.39
             4 0   8     0.79
             4 0   9     0.40
             4 0  10     1.44
             4 0  11     1.13
             4 0  12     1.36
             4 0  13     1.10
             4 0  14     1.16
             4 0  15     0.85
             4 0  16     4.22
             4 0  17     7.08
             4 0  18     2.97
             4 0  19     1.22
             4 0  20     2.63
             4 0  21    -0.14
             4 0  22     0.06
             4 0  23     2.29
             4 0  24     0.88
             4 0  25     0.93
             4 0  26     0.88
             4 0  27     0.34
             4 0  28     0.06
             4 0  29     0.74
             4 0  30     0.51
             5 0   1     0.99
             5 0   2     0.45
             5 0   3     0.57
             5 0   4     0.62
             5 0   5     0.79
             5 0   6     0.11
             5 0   7     1.61
             5 0   8     1.44
             5 0   9     2.55
             5 0  10     1.61
             5 0  11    -0.23
             5 0  12    -0.45
             5 0  13     0.08
             5 0  14     1.42
             5 0  15     0.82
             5 0  16     1.61
             5 0  17     0.00
             5 0  18     0.59
             5 0  19     1.22
             5 0  20     1.47
             5 0  21     2.12
             5 0  22     1.90
             5 0  23     2.15
             5 0  24     1.13
             5 0  25     0.62
             5 0  26     0.96
             5 0  27     0.34
             5 0  28     1.27
             5 0  29     0.82
             5 0  30     0.71
             5 0  31     1.25
             6 0   1     1.13
             6 0   2     0.91
             6 0   3     0.48
             6 0   4     0.42
             6 0   5     0.14
             6 0   6     0.88
             6 0   7     0.20
             6 0   8     1.16
             6 0   9     1.08
             6 0  10     0.76
             6 0  11     1.42
             6 0  12    -0.48
             6 0  13     2.15
             6 0  14     1.95
             6 0  15     0.51
             6 0  16     0.71
             6 0  17     0.34
             6 0  18     0.25
             6 0  19     1.10
             6 0  20     1.05
             6 0  21     0.03
             6 0  22     0.48
             6 0  23     0.74
             6 0  24     0.25
             6 0  25     1.36
             6 0  26     0.88
             6 0  27     1.16
             6 0  28     1.02
             6 0  29     0.51
             6 0  30     0.42
             7 0   1    -0.31
             7 0   2     0.68
             7 0   3     0.65
             7 0   4    -0.31
             7 0   5     0.23
             7 0   6    -0.20
             7 0   7     0.40
             7 0   8     0.59
             7 0   9     0.45
             7 0  10     0.93
             7 0  11     0.40
             7 0  12     0.06
             7 0  13     0.08
             7 0  14     0.57
             7 0  15     0.25
             7 0  16     0.42
             7 0  17     0.23
             7 0  18     0.54
             7 0  19     1.05
             7 0  20     0.59
             7 0  21     0.48
             7 0  22     0.76
             7 0  23     1.39
             7 0  24     0.59
             7 0  25     0.08
             7 0  26     0.23
             7 0  27     0.06
             7 0  28     0.99
             7 0  29     0.54
             7 0  30     1.19
             7 0  31     0.59
             8 0   1     1.78
             8 0   2     0.59
             8 0   3     1.02
             8 0   4     0.00
             8 0   5     0.96
             8 0   6     0.40
             8 0   7     0.62
             8 0   8     0.91
             8 0   9     0.40
             8 0  10     0.68
             8 0  11     0.54
             8 0  12     1.02
             8 0  13     1.27
             8 0  14     0.96
             8 0  15     1.10
             8 0  16     1.02
             8 0  17     0.54
             8 0  18     0.57
             8 0  19     0.34
             8 0  20     1.05
             8 0  21     1.36
             8 0  22     1.02
             8 0  23     1.08
             8 0  24     0.96
             8 0  25     1.56
             8 0  26     0.79
             8 0  27     1.39
             8 0  28     1.33
             8 0  29     0.76
             8 0  30    -0.62
             8 0  31    -0.25
             9 0   1     0.54
             9 0   2     0.31
             9 0   3     0.03
             9 0   4     0.96
             9 0   5     0.57
             9 0   6     0.14
             9 0   7     0.71
             9 0   8    -0.03
             9 0   9     0.25
             9 0  10     0.62
             9 0  11     0.68
             9 0  12     0.00
             9 0  13     0.25
             9 0  14     0.71
             9 0  15     0.40
             9 0  16    -0.20
             9 0  17    -0.57
             9 0  18    -0.62
             9 0  19    -1.36
             9 0  20    -1.53
             9 0  21    -1.16
             9 0  22    -1.64
             9 0  23    -1.42
             9 0  24    -0.88
             9 0  25    -1.22
             9 0  26    -1.05
             9 0  27    -1.33
             9 0  28    -0.91
             9 0  29    -1.13
             9 0  30    -1.13
            10 0   1    -0.79
            10 0   2    -1.56
            10 0   3    -0.96
            10 0   4    -0.82
            10 0   5    -1.22
            10 0   6    -0.99
            10 0   7    -1.42
            10 0   8    -1.30
            10 0   9    -1.19
            10 0  10    -0.20
            10 0  11    -1.13
            10 0  12    -1.02
            10 0  13    -0.45
            10 0  14     0.59
            10 0  15     0.45
            10 0  16     0.74
            10 0  17     0.31
            10 0  18     0.20
            10 0  19     0.59
            10 0  20    -0.51
            10 0  21     0.06
            10 0  22     0.82
            10 0  23    -0.28
            10 0  24    -0.68
            10 0  25     2.21
            10 0  26     0.99
            10 0  27     2.04
            10 0  28     3.51
            10 0  29     2.49
            10 0  30     1.98
            10 0  31     1.81
            11 0   1     1.53
            11 0   2     1.44
            11 0   3     1.53
            11 0   4     1.22
            11 0   5     1.44
            11 0   6    -0.17
            11 0   7     1.64
            11 0   8     0.91
            11 0   9     1.56
            11 0  10     1.33
            11 0  11     0.96
            11 0  12     1.39
            11 0  13     2.12
            11 0  14     1.44
            11 0  15     1.93
            11 0  16     1.30
            11 0  17     1.02
            11 0  18     1.61
            11 0  19     1.25
            11 0  20     1.70
            11 0  21     1.59
            11 0  22     2.52
            11 0  23     0.99
            11 0  24     1.25
            11 0  25     1.13
            11 0  26     1.33
            11 0  27     1.47
            11 0  28     1.42
            11 0  29     2.44
            11 0  30     2.61
            12 0   1     2.32
            12 0   2     1.64
            12 0   3     1.73
            12 0   4     0.34
            12 0   5     1.05
            12 0   6     0.28
            12 0   7     1.05
            12 0   8     0.76
            12 0   9     0.48
            12 0  10     1.10
            12 0  11     1.50
            12 0  12     1.05
            12 0  13     0.37
            12 0  14     3.74
            12 0  15     1.95
            12 0  16     0.76
            12 0  17     0.99
            12 0  18     0.76
            12 0  19     0.68
            12 0  20     0.45
            12 0  21     0.88
            12 0  22     0.93
            12 0  23     0.51
            12 0  24     1.05
            12 0  25     0.62
            12 0  26     0.82
            12 0  27     0.96
            12 0  28     0.25
            12 0  29     0.28
            12 0  30     0.08
            12 0  31     0.48
             1 1   1    -0.03
             1 1   2     0.08
             1 1   3     0.34
             1 1   4    -0.08
             1 1   5     0.25
             1 1   6     0.31
             1 1   7     0.23
             1 1   8     1.25
             1 1   9     0.99
             1 1  10     9.15
             1 1  11     6.80
             1 1  12     1.95
             1 1  13     1.70
             1 1  14     1.10
             1 1  15     0.54
             1 1  16     0.59
             1 1  17     0.42
             1 1  18     0.48
             1 1  19     0.74
             1 1  20     0.40
             1 1  21     0.48
             1 1  22     0.51
             1 1  23     2.92
             1 1  24    10.56
             1 1  25    12.71
             1 1  26    10.82
             1 1  27     4.16
             1 1  28     2.86
             1 1  29     1.84
             1 1  30     1.33
             1 1  31     1.22
             2 1   1     1.19
             2 1   2     0.57
             2 1   3     0.71
             2 1   4     0.96
             2 1   5     1.93
             2 1   6     0.68
             2 1   7     0.51
             2 1   8     0.74
             2 1   9     2.32
             2 1  10     3.40
             2 1  11    10.48
             2 1  12     9.63
             2 1  13     5.72
             2 1  14     2.92
             2 1  15     2.80
             2 1  16     2.04
             2 1  17     6.74
             2 1  18     7.36
             2 1  19    16.74
             2 1  20    46.21
             2 1  21    19.14
             2 1  22    33.22
             2 1  23    13.88
             2 1  24    20.98
             2 1  25    24.95
             2 1  26    10.59
             2 1  27     6.85
             2 1  28     4.79
             3 1   1     3.74
             3 1   2     3.85
             3 1   3     3.99
             3 1   4    74.64
             3 1   5    30.70
             3 1   6    11.27
             3 1   7     7.02
             3 1   8     5.55
             3 1   9     4.84
             3 1  10     3.23
             3 1  11     3.99
             3 1  12     2.72
             3 1  13     2.66
             3 1  14     2.15
             3 1  15     2.04
             3 1  16     1.56
             3 1  17     1.25
             3 1  18     1.78
             3 1  19     0.03
             3 1  20     1.25
             3 1  21     1.47
             3 1  22     0.31
             3 1  23     0.82
             3 1  24     2.10
             3 1  25     0.82
             3 1  26     0.82
             3 1  27     1.02
             3 1  28     0.93
             3 1  29     0.62
             3 1  30     0.65
             3 1  31     0.96
             4 1   1     0.62
             4 1   2    -0.40
             4 1   3    -0.42
             4 1   4    -0.65
             4 1   5    -0.37
             4 1   6     0.82
             4 1   7     0.82
             4 1   8     0.25
             4 1   9     0.79
             4 1  10     0.23
             4 1  11     1.30
             4 1  12     0.00
             4 1  13     0.96
             4 1  14    -0.03
             4 1  15     0.88
             4 1  16     0.76
             4 1  17     0.31
             4 1  18     1.47
             4 1  19    -0.11
             4 1  20     2.07
             4 1  21     1.25
             4 1  22     0.85
             4 1  23     1.13
             4 1  24     0.25
             4 1  25     0.74
             4 1  26     1.19
             4 1  27     0.25
             4 1  28     0.31
             4 1  29     0.23
             4 1  30     0.85
             5 1   1     0.54
             5 1   2     0.45
             5 1   3     0.74
             5 1   4     0.62
             5 1   5     0.74
             5 1   6     0.65
             5 1   7     0.82
             5 1   8     0.88
             5 1   9     0.65
             5 1  10     0.79
             5 1  11     0.51
             5 1  12     0.20
             5 1  13     0.42
             5 1  14     0.00
             5 1  15     0.68
             5 1  16     0.17
             5 1  17     0.17
             5 1  18     0.96
             5 1  19     0.71
             5 1  20     0.85
             5 1  21     1.08
             5 1  22     0.20
             5 1  23     0.34
             5 1  24     0.40
             5 1  25     0.42
             5 1  26     0.40
             5 1  27    -0.06
             5 1  28     0.54
             5 1  29     0.68
             5 1  30     0.85
             5 1  31     1.08
             6 1   1    -0.34
             6 1   2    -0.08
             6 1   3    -0.62
             6 1   4    -2.61
             6 1   5     0.08
             6 1   6     0.20
             6 1   7     0.54
             6 1   8    -0.03
             6 1   9     0.23
             6 1  10     1.16
             6 1  11     0.08
             6 1  12     0.28
             6 1  13     1.25
             6 1  14     0.91
             6 1  15     0.48
             6 1  16     0.45
             6 1  17     0.31
             6 1  18     1.84
             6 1  19     0.82
             6 1  20     0.25
             6 1  21     0.59
             6 1  22     0.65
             6 1  23    -0.11
             6 1  24    -0.23
             6 1  25     0.51
             6 1  26    -0.25
             6 1  27     2.04
             6 1  28     0.96
             6 1  29     2.32
             6 1  30     0.93
             7 1   1     0.88
             7 1   2     1.27
             7 1   3     1.84
             7 1   4     0.51
             7 1   5     0.88
             7 1   6     0.34
             7 1   7     0.42
             7 1   8    -1.22
             7 1   9     0.62
             7 1  10     0.11
             7 1  11     0.08
             7 1  12     0.37
             7 1  13     0.42
             7 1  14     0.23
             7 1  15     0.31
             7 1  16     0.59
             7 1  17     0.76
             7 1  18     0.85
             7 1  19     0.59
             7 1  20     0.40
             7 1  21     0.68
             7 1  22     0.82
             7 1  23     1.27
             7 1  24     0.91
             7 1  25     0.57
             7 1  26     0.71
             7 1  27     0.34
             7 1  28     0.37
             7 1  29    -0.14
             7 1  30     0.76
             7 1  31     0.74
             8 1   1     0.28
             8 1   2     0.82
             8 1   3     0.40
             8 1   4    -0.06
             8 1   5     0.79
             8 1   6     0.62
             8 1   7     0.88
             8 1   8     0.99
             8 1   9    -0.25
             8 1  10     0.17
             8 1  11     0.06
             8 1  12     0.03
             8 1  13     0.62
             8 1  14     0.65
             8 1  15     1.08
             8 1  16     0.28
             8 1  17     0.62
             8 1  18     0.03
             8 1  19     0.99
             8 1  20     0.06
             8 1  21     0.11
             8 1  22     0.11
             8 1  23     0.96
             8 1  24     0.51
             8 1  25     0.14
             8 1  26     0.82
             8 1  27     0.76
             8 1  28     0.08
             8 1  29     1.02
             8 1  30     0.45
             8 1  31     0.45
             9 1   1     0.45
             9 1   2     0.74
             9 1   3     0.76
             9 1   4     0.20
             9 1   5    -0.17
             9 1   6     0.48
             9 1   7     0.62
             9 1   8     0.03
             9 1   9     0.40
             9 1  10     0.17
             9 1  11     0.40
             9 1  12     0.51
             9 1  13     1.10
             9 1  14     0.48
             9 1  15     0.57
             9 1  16     0.23
             9 1  17     0.99
             9 1  18     0.42
             9 1  19     0.08
             9 1  20     0.65
             9 1  21     0.23
             9 1  22     0.00
             9 1  23     0.48
             9 1  24     0.37
             9 1  25     0.25
             9 1  26     0.59
             9 1  27     0.23
             9 1  28     0.20
             9 1  29    -0.06
             9 1  30     0.54
            10 1   1     0.48
            10 1   2     0.65
            10 1   3    -0.42
            10 1   4    -0.62
            10 1   5    -0.51
            10 1   6    -0.54
            10 1   7    -0.40
            10 1   8    -0.48
            10 1   9     0.28
            10 1  10    -0.11
            10 1  11    -0.31
            10 1  12     0.34
            10 1  13     0.11
            10 1  14     0.71
            10 1  15     0.40
            10 1  16    -0.42
            10 1  17     0.14
            10 1  18     0.00
            10 1  19    -0.40
            10 1  20     0.31
            10 1  21    -0.48
            10 1  22     0.37
            10 1  23    -0.31
            10 1  24    -0.06
            10 1  25     0.31
            10 1  26    -0.45
            10 1  27    -0.51
            10 1  28     1.42
            10 1  29     0.54
            10 1  30     0.85
            10 1  31    -0.11
            11 1   1     0.65
            11 1   2    -0.14
            11 1   3    -0.31
            11 1   4     0.28
            11 1   5     0.14
            11 1   6     0.00
            11 1   7     0.62
            11 1   8     0.71
            11 1   9    -0.20
            11 1  10     1.44
            11 1  11     0.79
            11 1  12     3.54
            11 1  13     1.05
            11 1  14     1.08
            11 1  15     0.20
            11 1  16     1.10
            11 1  17     0.74
            11 1  18     0.45
            11 1  19     1.02
            11 1  20     1.02
            11 1  21    16.42
            11 1  22    11.21
            11 1  23     3.06
            11 1  24    29.34
            11 1  25     7.93
            11 1  26     2.58
            11 1  27     0.06
            11 1  28    11.04
            11 1  29    23.14
            11 1  30     4.59
            12 1   1    45.31
            12 1   2    21.29
            12 1   3    21.86
            12 1   4     9.63
            12 1   5    37.41
            12 1   6    31.80
            12 1   7    11.50
            12 1   8     5.55
            12 1   9     4.11
            12 1  10     2.72
            12 1  11     2.41
            12 1  12     1.70
            12 1  13     9.97
            12 1  14    32.79
            12 1  15     6.77
            12 1  16     6.34
            12 1  17    30.92
            12 1  18     8.69
            12 1  19    13.14
            12 1  20    30.70
            12 1  21    16.14
            12 1  22    29.48
            12 1  23    19.94
            12 1  24    12.52
            12 1  25    10.17
            12 1  26    10.42
            12 1  27     5.38
            12 1  28     9.63
            12 1  29    17.70
            12 1  30    28.83
            12 1  31    28.52
             1 2   1    39.87
             1 2   2    75.47
             1 2   3    23.67
             1 2   4    15.60
             1 2   5    18.69
             1 2   6    39.05
             1 2   7    19.14
             1 2   8    14.10
             1 2   9    11.44
             1 2  10    10.28
             1 2  11     8.67
             1 2  12     7.90
             1 2  13     6.71
             1 2  14     5.38
             1 2  15     4.59
             1 2  16     4.08
             1 2  17     3.06
             1 2  18     2.38
             1 2  19     1.93
             1 2  20     2.72
             1 2  21     3.03
             1 2  22     2.35
             1 2  23     3.77
             1 2  24     2.44
             1 2  25     3.03
             1 2  26     4.84
             1 2  27     2.78
             1 2  28     3.03
             1 2  29     3.45
             1 2  30     3.14
             1 2  31     0.00
             2 2   1     2.86
             2 2   2     2.12
             2 2   3     2.29
             2 2   4     0.68
             2 2   5     0.34
             2 2   6     2.38
             2 2   7     3.79
             2 2   8     3.71
             2 2   9     2.52
             2 2  10     2.89
             2 2  11     1.95
             2 2  12     2.97
             2 2  13     1.90
             2 2  14     1.87
             2 2  15     2.32
             2 2  16     2.29
             2 2  17     1.98
             2 2  18     2.63
             2 2  19    26.48
             2 2  20    30.50
             2 2  21    16.57
             2 2  22     9.43
             2 2  23     6.46
             2 2  24     4.87
             2 2  25     4.36
             2 2  26     3.88
             2 2  27     4.08
             2 2  28     3.65
             3 2   1     2.69
             3 2   2     2.55
             3 2   3     3.00
             3 2   4     2.12
             3 2   5     3.34
             3 2   6     4.64
             3 2   7     5.24
             3 2   8     3.45
             3 2   9     3.82
             3 2  10     7.05
             3 2  11     4.33
             3 2  12     3.17
             3 2  13     4.11
             3 2  14     1.98
             3 2  15     2.18
             3 2  16     2.12
             3 2  17     2.38
             3 2  18     1.95
             3 2  19     1.27
             3 2  20     2.10
             3 2  21     1.98
             3 2  22     2.86
             3 2  23     6.37
             3 2  24     3.91
             3 2  25     2.27
             3 2  26     2.63
             3 2  27     2.18
             3 2  28     1.53
             3 2  29     1.13
             3 2  30     1.76
             3 2  31     1.30
             4 2   1     1.90
             4 2   2     1.27
             4 2   3     0.76
             4 2   4     0.65
             4 2   5     0.74
             4 2   6     1.44
             4 2   7     0.93
             4 2   8     0.40
             4 2   9     0.79
             4 2  10     0.65
             4 2  11     1.36
             4 2  12     1.53
             4 2  13     0.99
             4 2  14     0.40
             4 2  15     0.68
             4 2  16    -0.14
             4 2  17     0.85
             4 2  18     0.03
             4 2  19     0.14
             4 2  20     0.28
             4 2  21     0.85
             4 2  22     1.22
             4 2  23     1.02
             4 2  24     0.25
             4 2  25     0.42
             4 2  26     0.45
             4 2  27     0.45
             4 2  28     0.23
             4 2  29     1.61
             4 2  30     0.25
             5 2   1     0.93
             5 2   2     0.59
             5 2   3     0.71
             5 2   4     0.76
             5 2   5     0.68
             5 2   6     0.03
             5 2   7     0.11
             5 2   8    -0.23
             5 2   9    -0.17
             5 2  10    -0.62
             5 2  11     0.11
             5 2  12    -0.25
             5 2  13    -0.40
             5 2  14    -0.37
             5 2  15    -0.48
             5 2  16     0.79
             5 2  17     1.30
             5 2  18    -0.03
             5 2  19     0.79
             5 2  20     2.01
             5 2  21     3.28
             5 2  22     0.74
             5 2  23     1.13
             5 2  24     1.64
             5 2  25     1.25
             5 2  26     1.10
             5 2  27     0.62
             5 2  28     1.53
             5 2  29     0.79
             5 2  30     1.13
             5 2  31     0.85
             6 2   1     0.82
             6 2   2     1.16
             6 2   3     0.62
             6 2   4     1.30
             6 2   5     0.96
             6 2   6     0.59
             6 2   7     0.96
             6 2   8    -0.03
             6 2   9     0.79
             6 2  10     1.08
             6 2  11     1.53
             6 2  12     0.06
             6 2  13     0.57
             6 2  14     0.62
             6 2  15     0.74
             6 2  16     1.19
             6 2  17     0.62
             6 2  18     0.88
             6 2  19     1.16
             6 2  20     1.36
             6 2  21     0.28
             6 2  22     0.68
             6 2  23     1.13
             6 2  24     1.16
             6 2  25     1.16
             6 2  26     0.14
             6 2  27     0.14
             6 2  28     0.03
             6 2  29     0.08
             6 2  30     0.71
             7 2   1     0.65
             7 2   2     0.08
             7 2   3     0.23
             7 2   4    -0.06
             7 2   5     0.17
             7 2   6     0.25
             7 2   7     0.37
             7 2   8     0.40
             7 2   9     1.27
             7 2  10     0.99
             7 2  11     0.45
             7 2  12     0.17
             7 2  13     0.37
             7 2  14     0.48
             7 2  15    -0.08
             7 2  16     0.45
             7 2  17     0.31
             7 2  18     0.11
             7 2  19     1.95
             7 2  20     0.34
             7 2  21    -0.06
             7 2  22     0.54
             7 2  23     0.11
             7 2  24     0.59
             7 2  25     1.02
             7 2  26     0.37
             7 2  27     0.65
             7 2  28    -0.20
             7 2  29     0.57
             7 2  30     0.76
             7 2  31     0.11
             8 2   1     0.59
             8 2   2     0.48
             8 2   3     0.03
             8 2   4     0.45
             8 2   5    -0.06
             8 2   6     0.40
             8 2   7     1.08
             8 2   8     0.82
             8 2   9     0.74
             8 2  10     1.08
             8 2  11     0.68
             8 2  12     0.76
             8 2  13     0.74
             8 2  14     0.51
             8 2  15     1.02
             8 2  16     0.40
             8 2  17     0.37
             8 2  18     0.99
             8 2  19     0.34
             8 2  20    -0.03
             8 2  21     0.96
             8 2  22     0.59
             8 2  23     0.03
             8 2  24     0.45
             8 2  25     0.23
             8 2  26     0.82
             8 2  27     0.93
             8 2  28     0.25
             8 2  29     0.65
             8 2  30     0.91
             8 2  31     1.16
             9 2   1     1.05
             9 2   2     0.74
             9 2   3     0.20
             9 2   4     0.06
             9 2   5     0.65
             9 2   6     0.40
             9 2   7     0.54
             9 2   8     0.59
             9 2   9     0.91
             9 2  10     0.82
             9 2  11     0.23
             9 2  12     0.59
             9 2  13     0.54
             9 2  14     0.08
             9 2  15    -0.20
             9 2  16     0.20
             9 2  17     0.40
             9 2  18     0.31
             9 2  19     0.54
             9 2  20     0.48
             9 2  21     0.28
             9 2  22     0.14
             9 2  23     0.40
             9 2  24     0.48
             9 2  25     0.11
             9 2  26     0.79
             9 2  27     1.50
             9 2  28     1.39
             9 2  29     1.02
             9 2  30     1.61
            10 2   1     1.25
            10 2   2     1.64
            10 2   3     1.05
            10 2   4     1.30
            10 2   5     1.50
            10 2   6     1.93
            10 2   7     1.27
            10 2   8    -0.03
            10 2   9    -0.28
            10 2  10     0.08
            10 2  11     0.14
            10 2  12     0.23
            10 2  13     0.03
            10 2  14     0.65
            10 2  15    -0.11
            10 2  16    -0.25
            10 2  17    -0.42
            10 2  18     0.23
            10 2  19    -0.17
            10 2  20     0.00
            10 2  21     0.14
            10 2  22    -0.28
            10 2  23    -0.28
            10 2  24     0.17
            10 2  25     0.17
            10 2  26    -0.11
            10 2  27    -0.28
            10 2  28     0.08
            10 2  29    -0.06
            10 2  30    -0.14
            10 2  31     0.14
            11 2   1    -0.25
            11 2   2    -0.25
            11 2   3    -0.23
            11 2   4    -0.08
            11 2   5    -0.17
            11 2   6    -0.59
            11 2   7     1.44
            11 2   8     1.19
            11 2   9     0.65
            11 2  10     1.87
            11 2  11     0.00
            11 2  12    -0.03
            11 2  13    -0.03
            11 2  14     0.00
            11 2  15    -0.59
            11 2  16    -0.28
            11 2  17    -0.37
            11 2  18    -0.31
            11 2  19    -0.82
            11 2  20    -0.23
            11 2  21    -0.54
            11 2  22    -0.59
            11 2  23    -0.59
            11 2  24    -0.48
            11 2  25    -0.28
            11 2  26    -0.37
            11 2  27    -0.37
            11 2  28    -0.65
            11 2  29    -0.59
            11 2  30    -0.59
            12 2   1    -0.51
            12 2   2    -0.31
            12 2   3     0.03
            12 2   4    -0.54
            12 2   5    -0.57
            12 2   6    -0.40
            12 2   7    -0.76
            12 2   8    -0.79
            12 2   9    -0.42
            12 2  10    -0.11
            12 2  11    -0.45
            12 2  12    -0.59
            12 2  13    14.72
            12 2  14    72.61
            12 2  15    28.49
            12 2  16    73.09
            12 2  17    14.53
            12 2  18     6.17
            12 2  19    27.92
            12 2  20    69.49
            12 2  21    54.85
            12 2  22    12.01
            12 2  23     6.29
            12 2  24     3.51
            12 2  25     3.54
            12 2  26     3.77
            12 2  27    32.99
            12 2  28    44.36
            12 2  29    32.94
            12 2  30    35.91
            12 2  31    77.02
             1 3   1    22.63
             1 3   2    15.46
             1 3   3    11.19
             1 3   4     9.00
             1 3   5     7.67
             1 3   6     6.71
             1 3   7     4.59
             1 3   8     4.08
             1 3   9     5.92
             1 3  10     7.48
             1 3  11     7.11
             1 3  12    29.08
             1 3  13    60.43
             1 3  14    31.23
             1 3  15    10.70
             1 3  16     9.20
             1 3  17    12.23
             1 3  18     8.83
             1 3  19     4.02
             1 3  20     4.53
             1 3  21     4.53
             1 3  22    10.93
             1 3  23    11.92
             1 3  24     7.45
             1 3  25     7.79
             1 3  26     6.94
             1 3  27     7.08
             1 3  28     7.73
             1 3  29     4.73
             1 3  30     3.65
             1 3  31     3.88
             2 3   1     2.44
             2 3   2     2.18
             2 3   3     1.78
             2 3   4     3.23
             2 3   5     1.84
             2 3   6     2.52
             2 3   7     1.67
             2 3   8     1.87
             2 3   9     1.81
             2 3  10     1.93
             2 3  11     1.61
             2 3  12     2.97
             2 3  13     4.42
             2 3  14     4.73
             2 3  15     7.39
             2 3  16    28.37
             2 3  17     8.18
             2 3  18     8.95
             2 3  19    14.10
             2 3  20     9.97
             2 3  21     1.50
             2 3  22     3.51
             2 3  23     4.90
             2 3  24     4.67
             2 3  25     4.05
             2 3  26     3.79
             2 3  27     3.09
             2 3  28     3.54
             3 3   1     3.17
             3 3   2     2.86
             3 3   3     2.07
             3 3   4     1.78
             3 3   5     2.24
             3 3   6     2.04
             3 3   7     2.29
             3 3   8     1.84
             3 3   9     2.35
             3 3  10     2.44
             3 3  11     1.36
             3 3  12     2.12
             3 3  13     4.30
             3 3  14     8.13
             3 3  15    50.35
             3 3  16    12.97
             3 3  17     5.81
             3 3  18     4.79
             3 3  19     5.10
             3 3  20     4.59
             3 3  21     4.45
             3 3  22     3.99
             3 3  23     5.24
             3 3  24     3.48
             3 3  25     2.92
             3 3  26     6.34
             3 3  27     2.46
             3 3  28     4.90
             3 3  29     3.34
             3 3  30     3.00
             3 3  31     2.75
             4 3   1     1.76
             4 3   2     3.43
             4 3   3     1.87
             4 3   4     7.62
             4 3   5     3.54
             4 3   6     3.26
             4 3   7     3.14
             4 3   8     3.26
             4 3   9     2.83
             4 3  10     2.07
             4 3  11     3.48
             4 3  12    25.85
             4 3  13    31.26
             4 3  14    16.23
             4 3  15     6.68
             4 3  16    10.42
             4 3  17    11.92
             4 3  18     8.30
             4 3  19     7.59
             4 3  20     6.34
             4 3  21     6.06
             4 3  22     6.74
             4 3  23     6.40
             4 3  24    29.56
             4 3  25    20.53
             4 3  26    20.02
             4 3  27    16.23
             4 3  28    34.83
             4 3  29    68.27
             4 3  30    36.98
             5 3   1    22.09
             5 3   2    15.94
             5 3   3    13.79
             5 3   4    12.35
             5 3   5     8.55
             5 3   6     6.74
             5 3   7     7.25
             5 3   8     6.82
             5 3   9     5.64
             5 3  10     5.64
             5 3  11     5.15
             5 3  12     4.39
             5 3  13     4.11
             5 3  14     4.16
             5 3  15     2.27
             5 3  16     4.73
             5 3  17     3.48
             5 3  18     3.00
             5 3  19     2.94
             5 3  20     2.38
             5 3  21     2.58
             5 3  22     2.83
             5 3  23     2.44
             5 3  24     1.90
             5 3  25     2.18
             5 3  26     2.18
             5 3  27     2.24
             5 3  28     1.61
             5 3  29     1.02
             5 3  30     2.01
             5 3  31     3.00
             6 3   1     2.15
             6 3   2     1.22
             6 3   3     1.76
             6 3   4     0.37
             6 3   5     1.08
             6 3   6     1.36
             6 3   7     0.59
             6 3   8    -0.28
             6 3   9     1.30
             6 3  10    -0.71
             6 3  11    -0.71
             6 3  12     0.74
             6 3  13     0.28
             6 3  14     0.62
             6 3  15     1.22
             6 3  16     1.05
             6 3  17     0.88
             6 3  18     1.25
             6 3  19     0.76
             6 3  20     1.19
             6 3  21     0.06
             6 3  22     0.23
             6 3  23     0.48
             6 3  24     0.76
             6 3  25     1.44
             6 3  26     0.96
             6 3  27     1.13
             6 3  28     0.59
             6 3  29     0.42
             6 3  30     1.19
             7 3   1     0.76
             7 3   2     0.93
             7 3   3     0.74
             7 3   4     1.50
             7 3   5     0.23
             7 3   6     1.47
             7 3   7     0.37
             7 3   8     0.91
             7 3   9     2.69
             7 3  10     1.50
             7 3  11     0.68
             7 3  12     1.19
             7 3  13     0.71
             7 3  14     1.59
             7 3  15     1.30
             7 3  16     1.22
             7 3  17     1.19
             7 3  18     1.39
             7 3  19     0.93
             7 3  20     1.56
             7 3  21     0.91
             7 3  22     1.27
             7 3  23     0.76
             7 3  24     1.47
             7 3  25     0.25
             7 3  26     0.11
             7 3  27     1.19
             7 3  28     0.59
             7 3  29     0.71
             7 3  30    -0.54
             7 3  31    -0.54
             8 3   1     0.82
             8 3   2    -0.79
             8 3   3     0.06
             8 3   4     0.03
             8 3   5    -0.11
             8 3   6     0.08
             8 3   7     0.23
             8 3   8     0.20
             8 3   9     0.31
             8 3  10     0.34
             8 3  11     0.48
             8 3  12     0.06
             8 3  13     0.76
             8 3  14     0.42
             8 3  15     0.88
             8 3  16     0.82
             8 3  17     0.76
             8 3  18     1.02
